sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level
S000003053,10/13/2025,C009977,Neda,Jafari,neda.jafari9977@example.com,9542705347.0,Karaj,08/19/2021,P00349,Nova Sneakers 349,Grocery,323.12,774.01,B019,Bazaar Branch 19,Shiraz,mobile,5,15,online,2024-07-05,253,40
S000003054,19-01-2023,C035312,Hana,Rahimi,hana.rahimi35312@example.com,9956654125.0,Tabriz,04-01-2020,P00230,eco puzzle 230,Office,255.77,608.45,B018,North Branch 18,Tabriz,partner,2,25,online,2023-05-17,158,75
S000003055,2024/08/21,C040016,Ali,Hosseini,ali.hosseini40016@example.com,9148054284.0,tehran,28-10-2020,P00133,Eco Shirt 133,Health,341.92,713.88,B013,Outlet Branch 13,Mashhad,mobile,3,20,cash,2024-08-10,416,100
S000003056,2024-01-20,C007635,Mina,Ahmadi,mina.ahmadi7635@example.com,9480698743.0,tehran,18-03-2021,P00063,Classic Headphones 63,Books,360.04,496.7,B008,West Branch 8,Isfahan,store,2,5,card,2023-05-19,1,20
S000003057,04/15/2023,C002414,Yasin,Rostami,yasin.rostami2414@example.com,9177244613.0,Isfahan,2020/10/06,P00155,Plus Cream 155,Music,252.23,303.31,B016,North Branch 16,Rasht,online,1,20,wallet,2025-06-20,345,30
S000003058,06-12-2025,C041259,Sara,Salehi,sara.salehi41259@example.com,9313317026.0,tehran,2020/09/02,P00173,Max Sneakers 173,Health,70.99,167.61,B031,North Branch 31,Tehran,store,10,0,wallet,2024-02-04,136,75
S000003059,2023/01/27,C043021,Sara,Jafari,sara.jafari43021@example.com,9215200751.0,tehran,2023/03/20,P00200,Plus Headphones 200,Furniture,258.18,676.84,B009,South Branch 9,isfahan,store,1,20,card,09/04/2024,488,100
S000003060,2024-10-12,C043924,Arman,Akbari,arman.akbari43924@example.com,9967051401.0,Tehran,2022-04-28,P00379,Mini Ball 379,Gaming,125.96,236.03,B016,North Branch 16,Rasht,online,1,5,online,03/18/2024,17,75
S000003061,11/15/2024,C043454,Omid,Mohammadi,omid.mohammadi43454@example.com,9865313021.0,Qom,2021-09-23,P00417,Basic Mixer 417,Baby,166.29,246.46,B014,Bazaar Branch 14,shiraz,mobile,4,0,Online,07/06/2023,445,100
S000003062,11-10-2025,C015873,Mina,Karimi,mina.karimi15873@example.com,9985021358.0,shiraz,2023-02-12,P00463,Plus Puzzle 463,Books,68.42,131.58,B037,Bazaar Branch 37,Tehran,online,1,5,Online,09/14/2024,300,40
S000003063,2024/02/14,C018939,Amir,Hosseini,amir.hosseini18939@example.com,9528451299.0,Isfahan,06/23/2020,P00105,Pro Puzzle 105,Sports,150.03,375.07,B040,Outlet Branch 40,tehran,online,2,0,online,10/16/2023,91,30
S000003064,2024-10-19,C005648,Mina,Karimi,mina.karimi5648@example.com,9745805220.0,Karaj,03/29/2020,P00234,Nova Headphones 234,Jewelry,327.65,447.27,B005,South Branch 5,TEHRAN,online,4,10,online,08/15/2023,255,30
S000003065,01/21/2025,C036333,Yasin,Moradi,yasin.moradi36333@example.com,9893413659.0,isfahan,10/10/2024,P00283,Classic Headphones 283,Books,187.97,239.09,B022,Outlet Branch 22,Rasht,mobile,2,0,card,07/03/2025,143,20
S000003066,24-04-2025,C039094,Omid,Akbari,omid.akbari39094@example.com,9559989846.0,shiraz,26-02-2022,P00072,Max Desk 72,Automotive,260.74,662.34,B032,Central Branch 32,shiraz,partner,3,0,online,14-10-2024,154,40
S000003067,2024/11/29,C002505,Arman,Moradi,arman.moradi2505@example.com,9889542655.0,Qom,19-01-2020,P00352,Nova Desk 352,Automotive,256.47,527.87,B040,Outlet Branch 40,tehran,online,2,0,wallet,19-03-2024,459,20
S000003068,2023-12-20,C021555,Hana,Akbari,hana.akbari21555@example.com,9608538632.0,Karaj,19-07-2024,P00344,Pro Mixer 344,Beauty,216.3,340.99,B003,Bazaar Branch 3,Karaj,online,6,25,cash,13-03-2023,226,75
S000003069,09/07/2024,C015350,Mina,Hosseini,mina.hosseini15350@example.com,9605426235.0,Mashhad,2022/04/09,P00373,Pro Puzzle 373,Health,394.19,520.69,B004,Bazaar Branch 4,Rasht,partner,2,5,Online,07-07-2024,457,20
S000003070,27-11-2023,C027802,Amir,Hosseini,amir.hosseini27802@example.com,9814672494.0,Karaj,2023/04/28,P00446,Nova Coffee 446,Toys,315.88,760.78,B018,North Branch 18,Tabriz,partner,3,15,Online,20-02-2025,271,75
S000003071,2025/11/04,C046424,Mina,Hosseini,mina.hosseini46424@example.com,9638316713.0,Mashhad,2022/02/04,P00416,Basic Cream 416,Pets,322.42,533.41,B019,Bazaar Branch 19,Shiraz,mobile,1,0,card,12-02-2025,397,40
S000003072,2023-07-31,C036803,Amir,Hosseini,amir.hosseini36803@example.com,9264816168.0,Karaj,2024-05-04,P00071,Classic Sneakers 71,Garden,280.34,477.06,B028,Express Branch 28,isfahan,partner,6,0,Online,14-08-2025,416,10
S000003073,01/22/2025,C023278,Omid,Karimi,omid.karimi23278@example.com,9303737181.0,shiraz,2024-03-25,P00123,Pro Mixer 123,Books,125.88,338.14,B011,Central Branch 11,TEHRAN,partner,2,0,cash,2025/02/23,498,100
S000003074,23-08-2024,C017492,Reza,Jafari,reza.jafari17492@example.com,9254846142.0,Karaj,2020-11-24,P00134,Classic Puzzle 134,Jewelry,77.68,135.96,B001,Central Branch 1,Rasht,online,5,0,wallet,2025/10/28,297,50
S000003075,2025/06/23,C040632,Ali,Rahimi,ali.rahimi40632@example.com,9823627211.0,Shiraz,03/06/2020,P00257,Nova Headphones 257,Baby,285.53,336.65,B033,South Branch 33,isfahan,online,8,0,wallet,2023/05/20,478,40
S000003076,2023-03-30,C044542,Leila,Akbari,leila.akbari44542@example.com,9593054964.0,isfahan,05/21/2021,P00082,Mini Coffee 82,Home Appliances,222.78,501.6,B025,Bazaar Branch 25,Tehran,mobile,5,0,card,2023/12/08,235,100
S000003077,03/03/2024,C010564,Amir,Moradi,amir.moradi10564@example.com,9797328606.0,Qom,11/26/2024,P00195,Prime Sneakers 195,Music,201.28,495.46,B034,Express Branch 34,isfahan,partner,3,0,card,2023/03/02,498,30
S000003078,18-06-2023,C045298,Yasin,Moradi,yasin.moradi45298@example.com,9841642022.0,shiraz,12-05-2023,P00371,Mini Desk 371,Garden,5.51,11.67,B012,South Branch 12,Mashhad,online,1,10,card,2024/04/19,206,100
S000003079,2024/04/13,C014342,Amir,Moradi,amir.moradi14342@example.com,9738711307.0,Isfahan,28-10-2024,P00358,Prime Puzzle 358,Travel,75.76,172.32,B013,Outlet Branch 13,Mashhad,mobile,3,0,wallet,2024/07/02,460,30
S000003080,2025-09-06,C004879,Reza,Hosseini,reza.hosseini4879@example.com,9195587527.0,isfahan,22-04-2020,P00134,Classic Puzzle 134,Jewelry,77.68,135.96,B018,North Branch 18,Tabriz,partner,3,0,card,2025-04-29,330,40
S000003081,02/15/2025,C037538,Amir,Rahimi,amir.rahimi37538@example.com,9341133892.0,Tabriz,2022/03/02,P00363,Plus Ball 363,Books,113.88,239.16,B001,Central Branch 1,Rasht,online,8,0,wallet,2024-05-29,100,40
S000003082,18-03-2025,C022672,Arman,Moradi,arman.moradi22672@example.com,9491317472.0,Qom,2020/08/17,P00236,Pro Puzzle 236,Pets,157.58,186.29,B008,West Branch 8,Isfahan,store,2,25,Online,2024-07-16,214,20
S000003083,2025/01/09,C000088,Ali,Hosseini,ali.hosseini88@example.com,9781057736.0,isfahan,2024/08/25,P00186,Classic Headphones 186,Toys,163.2,421.84,B035,Mall Branch 35,isfahan,mobile,4,0,cash,2024-11-24,296,50
S000003084,2025-03-25,C040070,Yasin,Akbari,yasin.akbari40070@example.com,9297582016.0,Qom,2024-03-12,P00193,Max Mixer 193,Health,263.86,493.43,B010,Central Branch 10,Rasht,mobile,5,0,wallet,2023-07-19,97,100
S000003085,09/24/2025,C043827,Reza,Rostami,reza.rostami43827@example.com,9677197127.0,Isfahan,2022-01-31,P00127,Max Coffee 127,Clothing,116.97,270.98,B005,South Branch 5,TEHRAN,online,2,0,Online,2023-02-12,211,10
S000003086,03-07-2023,C045021,Yasin,Akbari,yasin.akbari45021@example.com,9921118100.0,Tabriz,2024-02-05,P00281,Basic Puzzle 281,Electronics,55.09,127.69,B014,Bazaar Branch 14,shiraz,mobile,1,0,Online,2024-06-05,93,20
S000003087,2023/07/31,C021410,Maryam,Akbari,maryam.akbari21410@example.com,9243396619.0,shiraz,12/05/2022,P00276,Mini Headphones 276,Pets,20.34,24.03,B016,North Branch 16,Rasht,online,2,15,Online,08/23/2025,416,40
S000003088,2025-10-02,C006885,Amir,Rostami,amir.rostami6885@example.com,9206173783.0,Rasht,06/25/2020,P00229,Nova Coffee 229,Grocery,310.04,785.58,B032,Central Branch 32,shiraz,partner,2,15,Online,12/26/2023,464,30
S000003089,01/10/2024,C016441,Hana,Hosseini,hana.hosseini16441@example.com,9108461083.0,Tabriz,06/09/2022,P00203,Smart Desk 203,Books,140.57,251.88,B030,Airport Branch 30,Mashhad,mobile,1,10,online,10/14/2024,450,100
S000003090,02-08-2024,C018123,Yasin,Salehi,yasin.salehi18123@example.com,9602858613.0,Karaj,02-06-2024,P00354,Eco Shirt 354,Jewelry,14.36,36.18,B015,Outlet Branch 15,Isfahan,partner,1,25,wallet,11/19/2025,449,40
S000003091,2025/10/29,C035207,Mina,Ahmadi,mina.ahmadi35207@example.com,9114523814.0,tehran,22-08-2021,P00218,Plus Sneakers 218,Travel,224.03,624.54,B025,Bazaar Branch 25,Tehran,mobile,3,5,online,05/21/2024,355,75
S000003092,2023-07-02,C004960,Hana,Salehi,hana.salehi4960@example.com,9368669264.0,TEHRAN,06-04-2020,P00150,Smart Ball 150,Office,326.14,480.8,B034,Express Branch 34,isfahan,partner,5,0,CARD,07/21/2023,322,40
S000003093,09/24/2024,C049051,Amir,Jafari,amir.jafari49051@example.com,9389930039.0,Karaj,2020/09/06,P00212,Smart Puzzle 212,Automotive,203.94,292.16,B025,Bazaar Branch 25,Tehran,mobile,4,20,Online,12/09/2023,280,40
S000003094,07-05-2025,C006689,Maryam,Hosseini,maryam.hosseini6689@example.com,9908036622.0,TEHRAN,2021/04/09,P00094,Max Desk 94,Jewelry,133.61,208.95,B036,Express Branch 36,TEHRAN,store,1,10,CARD,05-11-2023,366,40
S000003095,2024/06/21,C031543,Ali,Ahmadi,ali.ahmadi31543@example.com,9707859324.0,Tehran,2024/01/02,P00494,Max Coffee 494,Jewelry,296.19,380.07,B023,Bazaar Branch 23,Rasht,mobile,3,0,cash,30-12-2024,275,30
S000003096,2023-01-21,C030529,Mina,Mohammadi,mina.mohammadi30529@example.com,9538586545.0,tehran,2022-02-16,P00040,Plus Cream 40,Furniture,273.99,678.66,B031,North Branch 31,Tehran,store,6,0,Online,06-06-2024,36,40
S000003097,06/07/2023,C012658,Sara,Karimi,sara.karimi12658@example.com,9615798584.0,Mashhad,2024-07-25,P00301,Plus Coffee 301,Electronics,243.45,527.52,B014,Bazaar Branch 14,shiraz,mobile,3,0,cash,21-09-2023,456,75
S000003098,28-03-2024,C016985,Neda,Mohammadi,neda.mohammadi16985@example.com,9797684694.0,tehran,2020-11-29,P00082,Mini Coffee 82,Home Appliances,222.78,501.6,B022,Outlet Branch 22,Rasht,mobile,3,10,online,29-05-2023,174,10
S000003099,2025/06/16,C023115,Mina,Rostami,mina.rostami23115@example.com,9221073668.0,Tabriz,07/12/2024,P00163,Basic Shirt 163,Books,18.64,34.68,B007,Central Branch 7,Qom,partner,1,0,cash,25-03-2025,323,20
S000003100,2025-02-09,C030676,Ali,Moradi,ali.moradi30676@example.com,9257295184.0,Karaj,01/03/2022,P00076,Prime Mixer 76,Pets,285.33,503.51,B008,West Branch 8,Isfahan,store,5,25,Online,17-02-2023,68,75
S000003101,06/14/2025,C021145,Omid,Karimi,omid.karimi21145@example.com,9220740998.0,Shiraz,06/07/2022,P00013,Plus Notebook 13,Health,217.38,305.51,B016,North Branch 16,Rasht,online,2,20,Online,2023/02/27,31,20
S000003102,11-01-2024,C037211,Arman,Ahmadi,arman.ahmadi37211@example.com,9506709240.0,Tehran,04-02-2023,P00423,Basic Coffee 423,Books,277.51,435.42,B014,Bazaar Branch 14,shiraz,mobile,4,10,wallet,2025/12/21,23,20
S000003103,2024/09/18,C041726,Hana,Akbari,hana.akbari41726@example.com,9471541681.0,Mashhad,06-12-2021,P00020,Basic Headphones 20,Furniture,188.14,336.67,B034,Express Branch 34,isfahan,partner,3,15,CARD,2025/10/22,413,20
S000003104,2023-11-24,C020073,Yasin,Mohammadi,yasin.mohammadi20073@example.com,9631822928.0,shiraz,02-12-2023,P00171,Classic Ball 171,Garden,303.57,643.09,B016,North Branch 16,Rasht,online,6,10,Online,2025/07/16,415,50
S000003105,05/13/2025,C042279,Maryam,Mohammadi,maryam.mohammadi42279@example.com,9645777043.0,Shiraz,2023/02/12,P00172,Max Cream 172,Automotive,255.92,403.54,B007,Central Branch 7,Qom,partner,4,0,online,2023/04/17,11,40
S000003106,19-12-2024,C049592,Amir,Salehi,amir.salehi49592@example.com,9141985556.0,tehran,2024/02/26,P00358,Prime Puzzle 358,Travel,75.76,172.32,B008,West Branch 8,Isfahan,store,1,5,cash,2025/05/19,379,30
S000003107,2024/01/29,C010570,Hana,Hosseini,hana.hosseini10570@example.com,9797979448.0,Shiraz,2020/11/20,P00408,Prime Sneakers 408,Shoes,39.95,51.51,B007,Central Branch 7,Qom,partner,2,20,card,2024/07/21,419,10
S000003108,2023-05-09,C001763,Maryam,Mohammadi,maryam.mohammadi1763@example.com,9155364901.0,tehran,2022-02-23,P00098,Plus Shirt 98,Travel,18.48,50.59,B021,Airport Branch 21,tehran,online,2,10,cash,2025-02-17,30,10
S000003109,11/16/2024,C040774,Arman,Salehi,arman.salehi40774@example.com,9320515562.0,shiraz,2024-11-14,P00297,Nova Puzzle 297,Baby,56.24,100.5,B002,Mall Branch 2,Karaj,partner,1,0,CARD,2025-07-18,396,30
S000003110,25-12-2025,C047727,Mina,Ahmadi,mina.ahmadi47727@example.com,9344090195.0,Shiraz,2022-11-02,P00392,Prime Cream 392,Automotive,121.0,209.49,B038,East Branch 38,Tehran,mobile,3,0,cash,2025-04-11,66,100
S000003111,2024/02/27,C045713,Yasin,Jafari,yasin.jafari45713@example.com,9478127879.0,Isfahan,05/08/2023,P00367,Smart Headphones 367,Clothing,172.59,425.74,B025,Bazaar Branch 25,Tehran,mobile,4,0,cash,2023-04-16,364,50
S000003112,2024-07-21,C002791,Reza,Salehi,reza.salehi2791@example.com,9505398280.0,Shiraz,12/13/2021,P00031,Mini Coffee 31,Garden,22.73,26.89,B019,Bazaar Branch 19,Shiraz,mobile,4,0,card,2023-03-18,201,30
S000003113,11/17/2023,C034495,Leila,Salehi,leila.salehi34495@example.com,9880259177.0,isfahan,02/07/2022,P00431,Smart Coffee 431,Garden,220.23,444.28,B010,Central Branch 10,Rasht,mobile,3,0,CARD,2024-11-11,59,20
S000003114,12-03-2023,C000834,Reza,Moradi,reza.moradi834@example.com,9963651372.0,Tabriz,04-04-2020,P00453,Basic Sneakers 453,Health,151.96,405.64,B004,Bazaar Branch 4,Rasht,partner,3,25,card,2025-08-15,465,30
S000003115,2024/12/17,C016265,Hana,Jafari,hana.jafari16265@example.com,9501082935.0,Isfahan,03-12-2022,P00360,Max Ball 360,Furniture,81.88,149.71,B022,Outlet Branch 22,Rasht,mobile,2,20,online,07/12/2023,244,50
S000003116,2024-06-20,C019293,Reza,Jafari,reza.jafari19293@example.com,9472238952.0,Mashhad,18-03-2020,P00162,Nova Coffee 162,Home Appliances,208.87,309.83,B040,Outlet Branch 40,tehran,online,3,0,online,04/21/2023,424,50
S000003117,10/22/2025,C028324,Hana,Ahmadi,hana.ahmadi28324@example.com,9418936470.0,Rasht,2021/08/05,P00460,Classic Shirt 460,Furniture,302.05,615.0,B008,West Branch 8,Isfahan,store,6,5,CARD,04/13/2023,255,10
S000003118,11-12-2025,C038884,Yasin,Jafari,yasin.jafari38884@example.com,9639227155.0,TEHRAN,2023/02/14,P00013,Plus Notebook 13,Health,217.38,305.51,B033,South Branch 33,isfahan,online,1,0,Online,02/20/2025,95,20
S000003119,2025/09/16,C036635,Amir,Ahmadi,amir.ahmadi36635@example.com,9356856833.0,Tehran,2023/01/10,P00459,Classic Sneakers 459,Gaming,36.87,67.96,B001,Central Branch 1,Rasht,online,1,15,online,04/22/2024,21,50
S000003120,2024-07-22,C044480,Ali,Rahimi,ali.rahimi44480@example.com,9691245365.0,Karaj,2023-06-05,P00191,Classic Notebook 191,Garden,121.31,242.46,B035,Mall Branch 35,isfahan,mobile,4,0,card,01/05/2025,211,20
S000003121,12/31/2023,C002698,Leila,Salehi,leila.salehi2698@example.com,9952015843.0,Qom,2021-11-13,P00175,Smart Sneakers 175,Music,258.3,449.81,B008,West Branch 8,Isfahan,store,1,0,card,11/04/2025,423,100
S000003122,16-10-2025,C044877,Arman,Akbari,arman.akbari44877@example.com,9553458430.0,Qom,2020-11-04,P00093,Basic Cream 93,Health,116.63,178.97,B040,Outlet Branch 40,tehran,online,5,10,CARD,08-01-2024,450,10
S000003123,2025/06/26,C034771,Reza,Ahmadi,reza.ahmadi34771@example.com,9929527271.0,Shiraz,11/17/2021,P00235,Max Coffee 235,Music,226.41,613.19,B022,Outlet Branch 22,Rasht,mobile,1,0,Online,07-04-2025,356,40
S000003124,2024-01-03,C044488,Amir,Moradi,amir.moradi44488@example.com,9180576698.0,shiraz,04/16/2020,P00118,Classic Notebook 118,Travel,123.09,220.66,B028,Express Branch 28,isfahan,partner,1,0,cash,03-02-2023,327,20
S000003125,11/02/2023,C007802,Hana,Karimi,hana.karimi7802@example.com,9658360212.0,Qom,04/05/2024,P00055,Prime Headphones 55,Music,197.73,375.36,B024,Outlet Branch 24,TEHRAN,store,2,25,cash,28-10-2025,363,20
S000003126,12-05-2024,C026090,Arman,Karimi,arman.karimi26090@example.com,9664035997.0,Shiraz,17-07-2022,P00391,Nova Notebook 391,Garden,18.27,30.83,B006,North Branch 6,tehran,online,3,10,cash,30-11-2024,348,75
S000003127,2023/07/08,C019644,Maryam,Rostami,maryam.rostami19644@example.com,9335328303.0,TEHRAN,22-04-2021,P00237,Classic Puzzle 237,Baby,143.02,216.44,B032,Central Branch 32,shiraz,partner,4,20,wallet,25-04-2023,42,40
S000003128,2024-02-06,C004013,Reza,Moradi,reza.moradi4013@example.com,9834450885.0,Rasht,01-06-2024,P00342,Pro Coffee 342,Home Appliances,189.24,448.09,B025,Bazaar Branch 25,Tehran,mobile,3,0,cash,29-04-2023,348,30
S000003129,05/22/2025,C006042,Neda,Akbari,neda.akbari6042@example.com,9117121611.0,TEHRAN,2022/06/24,P00288,Smart Puzzle 288,Shoes,19.17,22.84,B024,Outlet Branch 24,TEHRAN,store,2,0,online,2024/05/10,322,30
S000003130,02-02-2024,C049938,Ali,Moradi,ali.moradi49938@example.com,9454607589.0,Isfahan,2020/03/16,P00115,Prime Desk 115,Music,25.03,62.93,B037,Bazaar Branch 37,Tehran,online,2,20,wallet,2025/01/27,193,50
S000003131,2025/11/22,C012402,Hana,Karimi,hana.karimi12402@example.com,9960446116.0,Karaj,2022/05/16,P00131,Pro Shirt 131,Garden,34.95,77.2,B040,Outlet Branch 40,tehran,online,1,20,online,2025/12/28,381,75
S000003132,2023-01-16,C037558,Omid,Ahmadi,omid.ahmadi37558@example.com,9125880865.0,Mashhad,2021-07-24,P00449,Mini Cream 449,Grocery,80.17,173.91,B015,Outlet Branch 15,Isfahan,partner,3,20,cash,2023/12/19,455,40
S000003133,06/06/2025,C030646,Leila,Salehi,leila.salehi30646@example.com,9122407681.0,shiraz,2024-01-11,P00155,Plus Cream 155,Music,252.23,303.31,B005,South Branch 5,TEHRAN,online,1,0,wallet,2024/07/12,62,20
S000003134,04-12-2024,C045919,Maryam,Rahimi,maryam.rahimi45919@example.com,9144467533.0,isfahan,2023-09-29,P00187,Basic Shirt 187,Clothing,144.89,318.21,B032,Central Branch 32,shiraz,partner,1,0,cash,2024/07/02,184,20
S000003135,2025/01/29,C014245,Amir,Mohammadi,amir.mohammadi14245@example.com,9138690788.0,TEHRAN,12/17/2023,P00397,Classic Puzzle 397,Baby,244.94,636.43,B026,Central Branch 26,Mashhad,partner,3,5,online,2025/08/03,67,75
S000003136,2025-12-13,C010640,Yasin,Moradi,yasin.moradi10640@example.com,9980770281.0,Karaj,07/26/2023,P00065,Basic Mixer 65,Sports,381.26,805.32,B011,Central Branch 11,TEHRAN,partner,1,5,cash,2023-11-19,315,75
S000003137,02/06/2023,C022604,Arman,Salehi,arman.salehi22604@example.com,9453550234.0,tehran,02/25/2024,P00231,Mini Coffee 231,Garden,38.07,103.26,B028,Express Branch 28,isfahan,partner,8,0,card,2024-04-13,294,30
S000003138,06-08-2023,C034679,Arman,Moradi,arman.moradi34679@example.com,9670378656.0,Karaj,18-10-2020,P00266,Pro Puzzle 266,Toys,376.89,618.7,B027,Express Branch 27,shiraz,store,1,0,cash,2025-03-31,447,20
S000003139,2023/11/03,C029126,Amir,Karimi,amir.karimi29126@example.com,9878141759.0,Tehran,06-07-2023,P00354,Eco Shirt 354,Jewelry,14.36,36.18,B005,South Branch 5,TEHRAN,online,2,0,cash,2025-11-15,261,75
S000003140,2024-10-20,C004000,Hana,Akbari,hana.akbari4000@example.com,9256439562.0,Isfahan,14-02-2024,P00493,Smart Ball 493,Health,196.16,387.38,B025,Bazaar Branch 25,Tehran,mobile,2,0,card,2025-01-26,173,75
S000003141,05/28/2025,C044574,Omid,Salehi,omid.salehi44574@example.com,9849419313.0,Tabriz,2022/03/18,P00459,Classic Sneakers 459,Gaming,36.87,67.96,B004,Bazaar Branch 4,Rasht,partner,8,0,card,2024-09-06,380,75
S000003142,17-05-2025,C014498,Sara,Karimi,sara.karimi14498@example.com,9845986306.0,Karaj,2022/07/07,P00018,Eco Headphones 18,Travel,87.72,230.0,B005,South Branch 5,TEHRAN,online,6,0,online,2023-11-13,201,100
S000003143,2023/03/25,C011115,Ali,Ahmadi,ali.ahmadi11115@example.com,9800021281.0,isfahan,2021/02/15,P00325,Pro Sneakers 325,Sports,168.9,456.16,B011,Central Branch 11,TEHRAN,partner,2,15,card,05/02/2024,294,20
S000003144,2023-05-18,C028500,Hana,Jafari,hana.jafari28500@example.com,9720613166.0,tehran,2020-11-26,P00070,Classic Sneakers 70,Office,333.81,640.16,B030,Airport Branch 30,Mashhad,mobile,1,0,card,02/02/2025,72,40
S000003145,08/13/2023,C027274,Reza,Salehi,reza.salehi27274@example.com,9651703449.0,tehran,2023-07-11,P00176,Nova Coffee 176,Pets,271.52,372.77,B030,Airport Branch 30,Mashhad,mobile,4,0,CARD,03/02/2024,273,50
S000003146,03-05-2023,C005560,Sara,Rahimi,sara.rahimi5560@example.com,9886772430.0,Mashhad,2022-11-12,P00170,Smart Puzzle 170,Office,278.29,603.83,B039,Mall Branch 39,Shiraz,online,3,15,online,02/26/2024,101,75
S000003147,2023/05/08,C031527,Leila,Karimi,leila.karimi31527@example.com,9650917684.0,Mashhad,02/01/2022,P00074,Classic Sneakers 74,Jewelry,157.44,302.63,B019,Bazaar Branch 19,Shiraz,mobile,3,10,cash,03/11/2025,351,20
S000003148,2025-07-19,C027658,Amir,Rostami,amir.rostami27658@example.com,9566214975.0,Rasht,09/14/2024,P00477,Eco Notebook 477,Baby,324.84,410.46,B040,Outlet Branch 40,tehran,online,3,20,cash,04/28/2023,302,10
S000003149,10/06/2025,C014885,Yasin,Moradi,yasin.moradi14885@example.com,9456204404.0,Tabriz,09/05/2021,P00172,Max Cream 172,Automotive,255.92,403.54,B030,Airport Branch 30,Mashhad,mobile,8,0,wallet,07/04/2023,200,40
S000003150,16-05-2023,C030445,Hana,Mohammadi,hana.mohammadi30445@example.com,9707730667.0,Mashhad,29-04-2020,P00303,Max Ball 303,Books,21.36,45.56,B039,Mall Branch 39,Shiraz,online,8,0,cash,10-08-2023,291,40
S000003151,2023/07/03,C007451,Hana,Akbari,hana.akbari7451@example.com,9176268517.0,tehran,21-03-2023,P00034,Basic Coffee 34,Jewelry,219.46,377.08,B002,Mall Branch 2,Karaj,partner,5,0,card,12-12-2023,316,20
S000003152,2023-03-24,C011480,Ali,Rostami,ali.rostami11480@example.com,9693731274.0,TEHRAN,10-10-2024,P00353,Max Headphones 353,Health,273.14,584.02,B009,South Branch 9,isfahan,store,6,5,Online,05-03-2025,277,10
S000003153,03/01/2025,C039398,Mina,Rostami,mina.rostami39398@example.com,9166691114.0,Karaj,2021/04/11,P00457,Plus Sneakers 457,Baby,51.47,111.57,B013,Outlet Branch 13,Mashhad,mobile,10,25,card,04-05-2024,484,30
S000003154,16-10-2024,C041845,Leila,Akbari,leila.akbari41845@example.com,9925127430.0,isfahan,2021/07/19,P00030,Basic Puzzle 30,Office,146.01,240.91,B039,Mall Branch 39,Shiraz,online,4,0,Online,21-08-2024,345,10
S000003155,2025/02/21,C033390,Ali,Rostami,ali.rostami33390@example.com,9633644024.0,shiraz,2020/09/21,P00182,Eco Cream 182,Home Appliances,349.26,822.32,B037,Bazaar Branch 37,Tehran,online,4,0,CARD,15-10-2025,44,10
S000003156,2023-02-24,C029427,Maryam,Rahimi,maryam.rahimi29427@example.com,9354790246.0,Tabriz,2021-05-12,P00104,Mini Desk 104,Beauty,185.86,431.35,B013,Outlet Branch 13,Mashhad,mobile,2,0,Online,16-10-2024,484,20
S000003157,07/14/2023,C010580,Sara,Salehi,sara.salehi10580@example.com,9777917047.0,Isfahan,2020-04-07,P00199,Mini Headphones 199,Gaming,297.76,746.34,B038,East Branch 38,Tehran,mobile,6,10,cash,2025/02/12,15,75
S000003158,05-06-2024,C037220,Omid,Rahimi,omid.rahimi37220@example.com,9593172734.0,Qom,2021-09-09,P00215,Mini Puzzle 215,Music,73.52,87.63,B013,Outlet Branch 13,Mashhad,mobile,3,0,cash,2023/07/03,260,50
S000003159,2023/02/19,C044226,Arman,Ahmadi,arman.ahmadi44226@example.com,9369978518.0,Karaj,04/11/2020,P00296,Smart Sneakers 296,Pets,276.49,703.33,B013,Outlet Branch 13,Mashhad,mobile,4,0,wallet,2025/01/15,205,100
S000003160,2025-07-11,C003177,Omid,Karimi,omid.karimi3177@example.com,9887654788.0,Mashhad,08/01/2021,P00397,Classic Puzzle 397,Baby,244.94,636.43,B009,South Branch 9,isfahan,store,2,20,cash,2025/03/08,99,50
S000003161,04/13/2024,C029147,Mina,Mohammadi,mina.mohammadi29147@example.com,9703726317.0,Tabriz,11/28/2021,P00326,Eco Sneakers 326,Toys,67.56,99.81,B031,North Branch 31,Tehran,store,2,5,cash,2025/04/13,245,50
S000003162,28-05-2024,C015727,Arman,Salehi,arman.salehi15727@example.com,9545557479.0,shiraz,15-01-2022,P00148,Max Coffee 148,Shoes,122.39,210.51,B033,South Branch 33,isfahan,online,2,25,CARD,2023/12/16,192,20
S000003163,2023/06/13,C022373,Yasin,Salehi,yasin.salehi22373@example.com,9784017874.0,Tehran,07-01-2022,P00328,Classic Sneakers 328,Shoes,211.53,335.25,B001,Central Branch 1,Rasht,online,5,5,card,2023/01/27,467,50
S000003164,2023-04-13,C012366,Maryam,Mohammadi,maryam.mohammadi12366@example.com,9961584918.0,Tehran,28-07-2021,P00101,Smart Coffee 101,Electronics,256.43,356.86,B038,East Branch 38,Tehran,mobile,4,20,CARD,2024-07-27,414,30
