sale_id,sale_date,customer_id,customer_first_name,customer_last_name,customer_email,customer_phone,customer_city,customer_signup_date,product_id,product_name,category_name,unit_cost,unit_price,branch_id,branch_name,branch_city,sales_channel,quantity,discount_percent,payment_method,inventory_snapshot_date,stock_quantity,reorder_level,rejection_reason
S000525315,2025-09-24,C018484,Neda,Karimi,neda.karimi18484@example.com,9694458996.0,Tabriz,2020-11-19,P00340,Mini Mixer 340,Furniture,53.3,-69.47,B032,Central Branch 32,shiraz,partner,1,15,card,2025-09-23,9,100,invalid_unit_price
S000525725,2025-07-06,C016478,Omid,Hosseini,omid.hosseini16478@example.com,9601767066.0,tehran,2023-01-31,P00387,Pro Ball 387,Clothing,95.04,250.48,B024,Outlet Branch 24,TEHRAN,store,0,0,Online,2024-04-04,474,100,invalid_quantity
S000526588,2024-05-19,C018129,Sara,Ahmadi,sara.ahmadi18129@example.com,9423889995.0,Qom,2024-07-24,P00203,Smart Desk 203,Books,,251.88,B012,South Branch 12,Mashhad,online,3,10,CARD,2023-07-18,52,10,missing_unit_cost
S000526662,2025-03-01,C016566,Ali,Karimi,ali.karimi16566@example.com,9833718297.0,tehran,2020-05-02,P00240,Classic Mixer 240,Furniture,231.53,,B020,North Branch 20,Shiraz,online,2,0,card,2025-08-02,59,30,missing_unit_price
S000526962,2023-10-02,C014445,Mina,Ahmadi,mina.ahmadi14445@example.com,9936437300.0,Isfahan,2020-04-28,P00349,Nova Sneakers 349,Grocery,323.12,774.01,B008,West Branch 8,Isfahan,store,0,25,online,2023-01-19,154,75,invalid_quantity
S000527452,2024-12-19,C026240,Hana,Rahimi,hana.rahimi26240@example.com,9530921454.0,Isfahan,2020-01-15,P00246,Smart Shirt 246,Toys,-392.4,1056.94,B001,Central Branch 1,Rasht,online,1,5,Online,2025-08-16,383,40,invalid_unit_cost
S000528199,2025-05-03,C009988,Hana,Akbari,hana.akbari9988@example.com,9821571325.0,Rasht,2022-05-09,P00464,Classic Coffee 464,Beauty,251.12,453.84,B023,Bazaar Branch 23,Rasht,mobile,0,20,card,2024-10-02,251,75,invalid_quantity
S000528495,2025-08-11,C032782,Maryam,Akbari,maryam.akbari32782@example.com,9287915046.0,Mashhad,2022-05-06,P00290,Nova Mixer 290,Office,160.58,216.38,B020,North Branch 20,Shiraz,online,-1,0,card,2025-01-19,5,20,invalid_quantity
S000528616,2025-09-15,C009998,Mina,Mohammadi,mina.mohammadi9998@example.com,9825622493.0,Qom,2023-05-08,P00298,Classic Sneakers 298,Travel,336.48,475.55,B014,Bazaar Branch 14,shiraz,mobile,1,120,card,2023-10-05,478,100,invalid_discount_percent
S000528835,2023-06-03,C027236,Leila,Mohammadi,leila.mohammadi27236@example.com,9602871991.0,Karaj,2021-08-30,P00444,Basic Ball 444,Beauty,101.01,270.28,B037,Bazaar Branch 37,Tehran,online,2,0,cash,2025-03-03,486,30,duplicate_sale_id
S000529389,2024-08-15,C021763,Hana,Ahmadi,hana.ahmadi21763@example.com,9638885322.0,Karaj,2024-03-28,P00200,Plus Headphones 200,Furniture,,676.84,B001,Central Branch 1,Rasht,online,5,15,CARD,2024-12-23,188,75,missing_unit_cost
S000529436,2025-08-18,C046998,Reza,Rahimi,reza.rahimi46998@example.com,9181978219.0,Qom,2023-08-09,P00465,Prime Desk 465,Sports,17.93,41.34,B027,Express Branch 27,shiraz,store,0,5,card,2024-10-29,480,100,invalid_quantity
S000529913,2025-11-10,C021368,Reza,Hosseini,reza.hosseini21368@example.com,9938416680.0,Mashhad,2022-06-07,P00397,Classic Puzzle 397,Baby,244.94,,B024,Outlet Branch 24,TEHRAN,store,1,15,CARD,2024-02-23,435,100,missing_unit_price
S000530318,2024-05-05,C020765,Reza,Jafari,reza.jafari20765@example.com,9442628568.0,tehran,2020-11-09,P00245,Pro Shirt 245,Sports,346.68,-922.26,B030,Airport Branch 30,Mashhad,mobile,1,25,Online,2025-08-18,264,75,invalid_unit_price
S000530673,2025-11-22,C011399,Ali,Moradi,ali.moradi11399@example.com,9764776008.0,Tehran,2023-05-19,P00077,Smart Mixer 77,Baby,358.16,681.63,B019,Bazaar Branch 19,Shiraz,mobile,0,0,online,2023-02-03,304,10,invalid_quantity
S000531698,2024-09-15,C013147,Leila,Akbari,leila.akbari13147@example.com,9365706435.0,Qom,2020-03-02,P00017,Classic Puzzle 17,Baby,318.55,672.98,B033,South Branch 33,isfahan,online,-4,0,Online,2023-01-23,235,50,invalid_quantity
S000531910,2025-04-25,C007266,Amir,Jafari,amir.jafari7266@example.com,9828307628.0,Mashhad,2021-06-07,P00364,Prime Headphones 364,Beauty,132.49,368.18,B008,West Branch 8,Isfahan,store,0,10,online,2025-04-01,198,100,invalid_quantity
S000531999,2023-04-20,C039687,Arman,Salehi,arman.salehi39687@example.com,9325478374.0,Karaj,2022-01-18,P00273,Nova Cream 273,Health,-112.11,158.93,B028,Express Branch 28,isfahan,partner,2,0,online,2023-08-25,475,50,invalid_unit_cost
S000532190,2025-07-12,C008820,Hana,Moradi,hana.moradi8820@example.com,9688200205.0,Rasht,2022-09-28,P00352,Nova Desk 352,Automotive,,527.87,B011,Central Branch 11,TEHRAN,partner,6,0,wallet,2024-03-31,330,40,missing_unit_cost
S000533147,2024-12-26,C049326,Mina,Hosseini,mina.hosseini49326@example.com,9973593219.0,Tabriz,2020-03-14,P00181,Nova Puzzle 181,Electronics,388.81,795.0,B031,North Branch 31,Tehran,store,0,10,cash,2025-05-10,124,50,invalid_quantity
S000533164,2024-03-22,C023810,Omid,Jafari,omid.jafari23810@example.com,9385670418.0,TEHRAN,2021-06-28,P00281,Basic Puzzle 281,Electronics,55.09,,B035,Mall Branch 35,isfahan,mobile,6,0,cash,2025-04-19,126,30,missing_unit_price
S000534384,2023-10-13,C020146,Amir,Jafari,amir.jafari20146@example.com,9985228521.0,Tabriz,2022-11-13,P00187,Basic Shirt 187,Clothing,144.89,318.21,B039,Mall Branch 39,Shiraz,online,0,20,wallet,2025-02-28,159,30,invalid_quantity
S000534623,2024-04-13,C025111,Neda,Hosseini,neda.hosseini25111@example.com,9245579726.0,Rasht,2021-07-30,P00424,Eco Coffee 424,Beauty,295.17,614.82,B024,Outlet Branch 24,TEHRAN,store,4,120,card,2025-07-01,180,50,invalid_discount_percent
S000534901,2025-08-24,C034973,Leila,Rahimi,leila.rahimi34973@example.com,9336878620.0,Tehran,2024-07-12,P00115,Prime Desk 115,Music,25.03,62.93,B013,Outlet Branch 13,Mashhad,mobile,-3,0,cash,2024-05-10,339,40,invalid_quantity
S000534991,2024-09-17,C024723,Omid,Mohammadi,omid.mohammadi24723@example.com,9494606225.0,Isfahan,2021-01-01,P00252,Smart Coffee 252,Automotive,,388.9,B002,Mall Branch 2,Karaj,partner,3,10,card,2024-12-24,293,30,missing_unit_cost
S000535321,2025-08-20,C000047,Sara,Moradi,sara.moradi47@example.com,9341266931.0,tehran,2021-11-23,P00034,Basic Coffee 34,Jewelry,219.46,-377.08,B030,Airport Branch 30,Mashhad,mobile,3,20,cash,2023-03-10,217,50,invalid_unit_price
S000535621,2023-11-11,C047893,Neda,Akbari,neda.akbari47893@example.com,9697435274.0,TEHRAN,2023-11-29,P00093,Basic Cream 93,Health,116.63,178.97,B002,Mall Branch 2,Karaj,partner,0,15,wallet,2024-07-03,300,30,invalid_quantity
S000536415,2023-11-02,C016739,Maryam,Jafari,maryam.jafari16739@example.com,9932848741.0,Qom,2020-07-22,P00283,Classic Headphones 283,Books,187.97,,B040,Outlet Branch 40,tehran,online,3,0,card,2025-05-31,216,100,missing_unit_price
S000536546,2023-07-08,C003620,Hana,Moradi,hana.moradi3620@example.com,9844849063.0,Tabriz,2020-12-07,P00060,Basic Puzzle 60,Furniture,-59.7,144.88,B010,Central Branch 10,Rasht,mobile,2,0,wallet,2024-04-07,321,10,invalid_unit_cost
S000536612,2024-08-07,C002618,Ali,Rahimi,ali.rahimi2618@example.com,9218170604.0,shiraz,2022-01-14,P00020,Basic Headphones 20,Furniture,188.14,336.67,B029,North Branch 29,TEHRAN,mobile,5,0,wallet,2024-01-05,264,75,duplicate_sale_id
S000536858,2024-06-28,C045642,Neda,Karimi,neda.karimi45642@example.com,9710375373.0,Isfahan,2021-03-30,P00329,Eco Desk 329,Grocery,217.65,542.59,B023,Bazaar Branch 23,Rasht,mobile,0,0,wallet,2024-12-24,54,50,invalid_quantity
S000537792,2024-09-14,C018130,Hana,Akbari,hana.akbari18130@example.com,9247291819.0,Tehran,2022-04-12,P00222,Pro Coffee 222,Home Appliances,,604.28,B005,South Branch 5,TEHRAN,online,2,5,CARD,2023-05-18,467,40,missing_unit_cost
S000538095,2025-09-24,C047651,Neda,Hosseini,neda.hosseini47651@example.com,9422179869.0,Shiraz,2024-02-10,P00411,Max Desk 411,Garden,25.89,56.32,B011,Central Branch 11,TEHRAN,partner,0,20,online,2025-01-06,205,100,invalid_quantity
S000538104,2023-11-22,C022933,Neda,Hosseini,neda.hosseini22933@example.com,9726912318.0,Tabriz,2022-01-06,P00273,Nova Cream 273,Health,112.11,158.93,B006,North Branch 6,tehran,online,-3,0,card,2023-02-25,234,50,invalid_quantity
S000539332,2023-10-12,C038559,Yasin,Akbari,yasin.akbari38559@example.com,9613630691.0,Rasht,2024-04-11,P00036,Eco Desk 36,Pets,374.23,991.73,B036,Express Branch 36,TEHRAN,store,0,25,wallet,2025-05-28,179,20,invalid_quantity
S000539666,2024-12-17,C014398,Arman,Karimi,arman.karimi14398@example.com,9557990920.0,tehran,2020-04-06,P00252,Smart Coffee 252,Automotive,180.03,,B018,North Branch 18,Tabriz,partner,1,10,CARD,2025-12-25,75,100,missing_unit_price
S000540324,2025-07-18,C046565,Sara,Jafari,sara.jafari46565@example.com,9917470594.0,shiraz,2020-06-07,P00177,Eco Shirt 177,Baby,121.13,-229.27,B007,Central Branch 7,Qom,partner,10,10,online,2023-06-12,39,20,invalid_unit_price
S000540569,2024-07-31,C027254,Hana,Rahimi,hana.rahimi27254@example.com,9247330935.0,Karaj,2024-02-03,P00481,Pro Desk 481,Electronics,333.13,838.02,B001,Central Branch 1,Rasht,online,0,0,CARD,2023-09-30,167,10,invalid_quantity
S000540593,2025-01-23,C006423,Yasin,Akbari,yasin.akbari6423@example.com,9618582861.0,Tehran,2023-05-06,P00072,Max Desk 72,Automotive,,662.34,B006,North Branch 6,tehran,online,4,15,wallet,2025-04-16,447,50,missing_unit_cost
S000540630,2023-08-14,C033873,Hana,Karimi,hana.karimi33873@example.com,9594453005.0,shiraz,2024-06-09,P00474,Max Mixer 474,Jewelry,62.67,140.44,B017,Express Branch 17,tehran,online,2,120,Online,2023-08-22,417,30,invalid_discount_percent
S000541093,2024-12-18,C010086,Neda,Akbari,neda.akbari10086@example.com,9864555926.0,Karaj,2021-12-28,P00229,Nova Coffee 229,Grocery,-310.04,785.58,B008,West Branch 8,Isfahan,store,1,0,online,2025-01-29,212,50,invalid_unit_cost
S000541307,2024-04-21,C037871,Mina,Rostami,mina.rostami37871@example.com,9876691203.0,Karaj,2021-08-26,P00033,Smart Coffee 33,Health,338.72,496.36,B026,Central Branch 26,Mashhad,partner,-3,10,Online,2025-02-11,140,40,invalid_quantity
S000541806,2024-11-12,C036795,Maryam,Mohammadi,maryam.mohammadi36795@example.com,9215338422.0,Isfahan,2024-06-10,P00409,Plus Ball 409,Grocery,244.96,443.97,B027,Express Branch 27,shiraz,store,0,15,card,2025-01-25,30,30,invalid_quantity
S000542917,2025-08-07,C009337,Mina,Akbari,mina.akbari9337@example.com,9925460550.0,Isfahan,2022-08-05,P00392,Prime Cream 392,Automotive,121.0,,B033,South Branch 33,isfahan,online,2,0,cash,2023-01-31,143,40,missing_unit_price
S000543043,2023-11-28,C003366,Leila,Rahimi,leila.rahimi3366@example.com,9896786236.0,Qom,2020-08-25,P00121,Classic Puzzle 121,Electronics,268.82,442.77,B018,North Branch 18,Tabriz,partner,0,5,cash,2025-04-21,469,20,invalid_quantity
S000543394,2024-10-06,C031940,Amir,Akbari,amir.akbari31940@example.com,9844597919.0,Mashhad,2020-12-07,P00394,Pro Puzzle 394,Jewelry,,551.85,B003,Bazaar Branch 3,Karaj,online,8,0,Online,2025-08-15,418,30,missing_unit_cost
S000544280,2023-06-20,C023534,Arman,Rostami,arman.rostami23534@example.com,9341729222.0,Rasht,2020-01-30,P00213,Basic Sneakers 213,Health,312.76,515.89,B012,South Branch 12,Mashhad,online,0,20,wallet,2025-10-09,153,100,invalid_quantity
S000544389,2025-07-13,C002293,Sara,Rahimi,sara.rahimi2293@example.com,9577283948.0,Tabriz,2021-12-21,P00090,Basic Shirt 90,Office,18.52,40.15,B024,Outlet Branch 24,TEHRAN,store,4,10,Online,2023-05-13,169,10,duplicate_sale_id
S000544510,2025-04-15,C025243,Arman,Mohammadi,arman.mohammadi25243@example.com,9827471143.0,Mashhad,2023-01-23,P00206,Basic Shirt 206,Toys,241.09,589.63,B016,North Branch 16,Rasht,online,-1,5,online,2023-10-21,222,10,invalid_quantity
S000545327,2024-08-10,C002907,Amir,Rahimi,amir.rahimi2907@example.com,9227051781.0,Tabriz,2020-06-21,P00426,Basic Mixer 426,Toys,288.91,-561.11,B035,Mall Branch 35,isfahan,mobile,4,0,card,2023-06-16,239,75,invalid_unit_price
S000545517,2024-09-20,C000960,Arman,Hosseini,arman.hosseini960@example.com,9344767409.0,TEHRAN,2021-09-07,P00166,Nova Notebook 166,Toys,222.57,536.63,B037,Bazaar Branch 37,Tehran,online,0,20,Online,2025-07-01,439,20,invalid_quantity
S000545640,2024-10-05,C014849,Neda,Moradi,neda.moradi14849@example.com,9870157872.0,isfahan,2024-08-11,P00367,Smart Headphones 367,Clothing,-172.59,425.74,B015,Outlet Branch 15,Isfahan,partner,1,0,card,2025-11-04,383,75,invalid_unit_cost
S000546168,2024-12-23,C015627,Neda,Hosseini,neda.hosseini15627@example.com,9807137173.0,Qom,2021-07-11,P00322,Eco Coffee 322,Home Appliances,264.59,,B039,Mall Branch 39,Shiraz,online,5,5,CARD,2025-09-20,202,75,missing_unit_price
S000546195,2024-07-06,C009615,Amir,Karimi,amir.karimi9615@example.com,9554757243.0,Rasht,2020-12-17,P00250,Basic Coffee 250,Office,,509.51,B024,Outlet Branch 24,TEHRAN,store,2,25,Online,2023-10-07,409,20,missing_unit_cost
S000546637,2025-01-15,C012520,Omid,Rostami,omid.rostami12520@example.com,9537257325.0,Tehran,2023-12-11,P00032,Smart Cream 32,Automotive,288.21,344.32,B021,Airport Branch 21,tehran,online,4,120,wallet,2024-02-11,159,10,invalid_discount_percent
S000546754,2025-02-21,C005797,Maryam,Jafari,maryam.jafari5797@example.com,9124902282.0,TEHRAN,2023-01-21,P00228,Basic Ball 228,Shoes,158.48,377.5,B002,Mall Branch 2,Karaj,partner,0,10,online,2025-07-17,26,30,invalid_quantity
S000547713,2024-07-06,C004079,Ali,Jafari,ali.jafari4079@example.com,9146073086.0,Isfahan,2024-05-17,P00276,Mini Headphones 276,Pets,20.34,24.03,B022,Outlet Branch 22,Rasht,mobile,-3,15,cash,2023-02-23,82,40,invalid_quantity
S000547991,2024-02-14,C047261,Amir,Karimi,amir.karimi47261@example.com,9701155819.0,shiraz,2023-12-31,P00368,Basic Sneakers 368,Shoes,190.32,413.01,B016,North Branch 16,Rasht,online,0,20,card,2025-06-02,55,40,invalid_quantity
S000548996,2024-05-25,C003109,Neda,Mohammadi,neda.mohammadi3109@example.com,9712425712.0,Isfahan,2024-08-25,P00001,Mini Desk 1,Electronics,,160.11,B021,Airport Branch 21,tehran,online,2,0,card,2024-05-28,463,75,missing_unit_cost
S000549228,2024-12-24,C043634,Sara,Akbari,sara.akbari43634@example.com,9449973359.0,isfahan,2020-05-26,P00126,Plus Puzzle 126,Toys,213.24,527.92,B024,Outlet Branch 24,TEHRAN,store,0,20,card,2023-11-11,196,75,invalid_quantity
S000549419,2024-09-13,C025343,Amir,Rahimi,amir.rahimi25343@example.com,9939462661.0,Mashhad,2020-01-25,P00299,Basic Desk 299,Gaming,20.33,,B018,North Branch 18,Tabriz,partner,1,10,card,2024-02-05,306,75,missing_unit_price
S000550187,2023-09-08,C021339,Sara,Salehi,sara.salehi21339@example.com,9334507962.0,Tabriz,2024-05-06,P00143,Classic Cream 143,Books,-280.13,530.49,B039,Mall Branch 39,Shiraz,online,1,10,card,2025-11-20,162,75,invalid_unit_cost
S000550330,2023-07-02,C003123,Hana,Akbari,hana.akbari3123@example.com,9573538845.0,Isfahan,2021-07-05,P00350,Plus Notebook 350,Office,165.98,-197.33,B010,Central Branch 10,Rasht,mobile,4,5,online,2024-09-09,119,10,invalid_unit_price
S000550465,2025-06-14,C038591,Omid,Mohammadi,omid.mohammadi38591@example.com,9316691712.0,Qom,2024-10-22,P00322,Eco Coffee 322,Home Appliances,264.59,333.64,B003,Bazaar Branch 3,Karaj,online,0,0,card,2025-05-21,107,100,invalid_quantity
S000550916,2025-11-23,C011948,Ali,Ahmadi,ali.ahmadi11948@example.com,9506305563.0,isfahan,2024-10-14,P00246,Smart Shirt 246,Toys,392.4,1056.94,B026,Central Branch 26,Mashhad,partner,-4,15,card,2024-12-05,468,10,invalid_quantity
S000551702,2024-08-06,C018211,Amir,Rostami,amir.rostami18211@example.com,9531640278.0,shiraz,2020-01-28,P00128,Mini Coffee 128,Shoes,136.7,209.32,B009,South Branch 9,isfahan,store,0,25,CARD,2024-06-26,472,75,invalid_quantity
S000551797,2023-05-17,C032199,Omid,Ahmadi,omid.ahmadi32199@example.com,9502476017.0,isfahan,2022-11-07,P00361,Classic Sneakers 361,Electronics,,375.35,B037,Bazaar Branch 37,Tehran,online,2,0,CARD,2023-06-21,292,20,missing_unit_cost
S000552166,2023-06-23,C023447,Hana,Mohammadi,hana.mohammadi23447@example.com,9813558238.0,TEHRAN,2024-08-23,P00294,Basic Headphones 294,Jewelry,58.86,141.09,B037,Bazaar Branch 37,Tehran,online,5,0,Online,2025-10-07,113,30,duplicate_sale_id
S000552644,2024-08-24,C019633,Sara,Rostami,sara.rostami19633@example.com,9167117891.0,Tehran,2022-03-23,P00463,Plus Puzzle 463,Books,68.42,131.58,B002,Mall Branch 2,Karaj,partner,4,120,CARD,2023-05-23,60,10,invalid_discount_percent
S000552670,2023-12-15,C031489,Yasin,Salehi,yasin.salehi31489@example.com,9290726964.0,shiraz,2022-03-15,P00199,Mini Headphones 199,Gaming,297.76,,B038,East Branch 38,Tehran,mobile,3,0,cash,2023-04-09,107,20,missing_unit_price
S000552939,2025-08-01,C038829,Amir,Rostami,amir.rostami38829@example.com,9770930529.0,TEHRAN,2022-12-01,P00400,Prime Puzzle 400,Furniture,151.71,240.77,B006,North Branch 6,tehran,online,0,0,card,2025-11-26,454,20,invalid_quantity
S000554119,2023-06-25,C032515,Sara,Hosseini,sara.hosseini32515@example.com,9638897403.0,Karaj,2023-03-05,P00377,Mini Desk 377,Baby,246.61,686.92,B012,South Branch 12,Mashhad,online,-2,0,cash,2025-09-02,366,100,invalid_quantity
S000554176,2024-07-31,C040741,Maryam,Hosseini,maryam.hosseini40741@example.com,9131944768.0,tehran,2022-07-03,P00427,Smart Notebook 427,Clothing,273.02,377.32,B030,Airport Branch 30,Mashhad,mobile,0,15,cash,2023-10-26,289,10,invalid_quantity
S000554598,2025-03-26,C010966,Hana,Hosseini,hana.hosseini10966@example.com,9387516612.0,Tehran,2021-01-29,P00398,Plus Cream 398,Travel,,206.26,B037,Bazaar Branch 37,Tehran,online,2,20,wallet,2024-06-07,218,50,missing_unit_cost
S000554734,2024-07-23,C013607,Sara,Hosseini,sara.hosseini13607@example.com,9678280904.0,Tabriz,2020-06-04,P00065,Basic Mixer 65,Sports,-381.26,805.32,B038,East Branch 38,Tehran,mobile,3,5,card,2025-11-26,320,75,invalid_unit_cost
S000555333,2025-01-23,C025751,Sara,Hosseini,sara.hosseini25751@example.com,9540721768.0,Shiraz,2021-07-01,P00129,Max Sneakers 129,Grocery,52.81,-102.47,B030,Airport Branch 30,Mashhad,mobile,2,0,card,2024-07-06,140,20,invalid_unit_price
S000555413,2024-11-11,C027974,Ali,Akbari,ali.akbari27974@example.com,9316925469.0,Tehran,2020-11-28,P00061,Mini Sneakers 61,Electronics,249.12,360.36,B027,Express Branch 27,shiraz,store,0,10,Online,2025-08-07,7,30,invalid_quantity
S000555921,2025-08-11,C047664,Hana,Rostami,hana.rostami47664@example.com,9100804099.0,shiraz,2021-11-08,P00154,Eco Puzzle 154,Jewelry,130.12,,B029,North Branch 29,TEHRAN,mobile,6,15,card,2023-09-06,140,75,missing_unit_price
S000556650,2023-10-07,C013287,Omid,Jafari,omid.jafari13287@example.com,9190471955.0,Qom,2021-09-14,P00029,Smart Ball 29,Grocery,145.16,224.66,B025,Bazaar Branch 25,Tehran,mobile,0,5,online,2024-09-09,4,20,invalid_quantity
S000557322,2024-06-28,C009502,Reza,Rostami,reza.rostami9502@example.com,9120342649.0,Rasht,2021-01-04,P00436,Basic Notebook 436,Pets,41.7,75.27,B025,Bazaar Branch 25,Tehran,mobile,-1,10,cash,2024-04-28,174,30,invalid_quantity
S000557399,2023-12-22,C004360,Leila,Akbari,leila.akbari4360@example.com,9830482160.0,shiraz,2022-06-27,P00197,Nova Puzzle 197,Baby,,249.41,B026,Central Branch 26,Mashhad,partner,4,0,Online,2024-07-15,196,50,missing_unit_cost
S000557887,2025-12-20,C032378,Yasin,Akbari,yasin.akbari32378@example.com,9288644532.0,Karaj,2020-10-16,P00453,Basic Sneakers 453,Health,151.96,405.64,B040,Outlet Branch 40,tehran,online,0,20,Online,2023-08-08,458,50,invalid_quantity
S000558651,2023-08-27,C022846,Mina,Rostami,mina.rostami22846@example.com,9884827924.0,Isfahan,2024-02-19,P00364,Prime Headphones 364,Beauty,132.49,368.18,B032,Central Branch 32,shiraz,partner,1,120,online,2025-11-11,377,50,invalid_discount_percent
S000559124,2025-03-02,C004968,Neda,Akbari,neda.akbari4968@example.com,9964646304.0,Karaj,2020-02-29,P00084,Smart Desk 84,Beauty,17.93,30.03,B039,Mall Branch 39,Shiraz,online,0,10,wallet,2024-12-30,132,40,invalid_quantity
S000559172,2025-01-24,C002102,Sara,Rahimi,sara.rahimi2102@example.com,9499900489.0,Rasht,2024-03-25,P00057,Classic Ball 57,Baby,229.73,,B020,North Branch 20,Shiraz,online,2,0,cash,2024-01-21,494,100,missing_unit_price
S000559281,2024-05-04,C017073,Mina,Hosseini,mina.hosseini17073@example.com,9418797713.0,shiraz,2020-10-04,P00456,Pro Desk 456,Pets,-341.2,753.86,B034,Express Branch 34,isfahan,partner,4,20,cash,2024-11-21,296,40,invalid_unit_cost
S000559943,2024-08-15,C045241,Mina,Karimi,mina.karimi45241@example.com,9474792982.0,Karaj,2021-09-30,P00253,Classic Notebook 253,Health,79.31,220.23,B031,North Branch 31,Tehran,store,1,0,wallet,2024-12-06,455,50,duplicate_sale_id
S000560200,2025-08-19,C032652,Arman,Ahmadi,arman.ahmadi32652@example.com,9927456778.0,Qom,2023-02-07,P00184,Basic Sneakers 184,Beauty,,278.47,B024,Outlet Branch 24,TEHRAN,store,1,25,CARD,2024-09-13,449,75,missing_unit_cost
S000560336,2025-06-11,C032686,Maryam,Rostami,maryam.rostami32686@example.com,9361511125.0,Shiraz,2024-08-25,P00374,Max Headphones 374,Jewelry,34.93,-62.7,B004,Bazaar Branch 4,Rasht,partner,2,5,wallet,2024-03-14,401,30,invalid_unit_price
S000560361,2024-11-11,C004779,Sara,Mohammadi,sara.mohammadi4779@example.com,9996772075.0,TEHRAN,2021-03-06,P00121,Classic Puzzle 121,Electronics,268.82,442.77,B016,North Branch 16,Rasht,online,0,0,card,2023-04-18,388,20,invalid_quantity
S000560525,2024-11-21,C048897,Neda,Hosseini,neda.hosseini48897@example.com,9458652363.0,Isfahan,2022-12-13,P00260,Pro Puzzle 260,Furniture,232.98,402.89,B005,South Branch 5,TEHRAN,online,-5,0,cash,2025-09-25,400,20,invalid_quantity
S000561598,2023-09-12,C041709,Reza,Jafari,reza.jafari41709@example.com,9616613782.0,Qom,2024-04-16,P00452,Plus Ball 452,Automotive,277.1,374.74,B031,North Branch 31,Tehran,store,0,0,CARD,2025-02-08,320,40,invalid_quantity
S000562423,2025-11-15,C007726,Mina,Akbari,mina.akbari7726@example.com,9730139803.0,Isfahan,2024-02-03,P00105,Pro Puzzle 105,Sports,150.03,,B033,South Branch 33,isfahan,online,1,20,CARD,2024-09-11,411,100,missing_unit_price
S000562835,2025-01-11,C028143,Amir,Mohammadi,amir.mohammadi28143@example.com,9285205549.0,Tabriz,2024-09-30,P00417,Basic Mixer 417,Baby,166.29,246.46,B005,South Branch 5,TEHRAN,online,0,10,online,2024-04-27,388,75,invalid_quantity
S000563001,2025-01-17,C004940,Leila,Akbari,leila.akbari4940@example.com,9212298648.0,Shiraz,2024-09-15,P00386,Basic Desk 386,Toys,,470.14,B012,South Branch 12,Mashhad,online,2,5,cash,2025-04-19,134,30,missing_unit_cost
S000563728,2025-03-27,C026209,Yasin,Akbari,yasin.akbari26209@example.com,9540339691.0,Rasht,2020-07-18,P00101,Smart Coffee 101,Electronics,256.43,356.86,B032,Central Branch 32,shiraz,partner,-2,0,Online,2023-04-13,126,30,invalid_quantity
S000563828,2023-10-26,C004610,Hana,Mohammadi,hana.mohammadi4610@example.com,9242116467.0,Mashhad,2022-10-12,P00495,Prime Puzzle 495,Music,-266.31,335.43,B038,East Branch 38,Tehran,mobile,1,5,CARD,2024-10-14,218,50,invalid_unit_cost
S000564072,2023-01-01,C036768,Ali,Akbari,ali.akbari36768@example.com,9356889215.0,isfahan,2020-11-25,P00435,Plus Mixer 435,Music,312.34,794.47,B023,Bazaar Branch 23,Rasht,mobile,0,5,online,2023-08-07,264,20,invalid_quantity
S000564658,2023-06-01,C037214,Arman,Moradi,arman.moradi37214@example.com,9863614377.0,TEHRAN,2022-07-01,P00073,Mini Notebook 73,Health,211.95,460.24,B006,North Branch 6,tehran,online,2,120,online,2023-05-28,344,75,invalid_discount_percent
S000565309,2024-07-14,C034878,Sara,Akbari,sara.akbari34878@example.com,9285881840.0,Tehran,2023-11-02,P00050,Smart Notebook 50,Office,230.15,636.37,B033,South Branch 33,isfahan,online,0,15,CARD,2024-04-28,368,75,invalid_quantity
S000565339,2025-03-30,C023863,Neda,Akbari,neda.akbari23863@example.com,9520970902.0,Rasht,2020-12-23,P00037,Basic Ball 37,Baby,125.82,-338.81,B027,Express Branch 27,shiraz,store,3,0,online,2025-12-21,387,75,invalid_unit_price
S000565674,2024-04-01,C038667,Reza,Karimi,reza.karimi38667@example.com,9471928701.0,isfahan,2023-11-23,P00334,Plus Desk 334,Jewelry,341.94,,B006,North Branch 6,tehran,online,3,15,card,2024-05-31,401,75,missing_unit_price
S000565802,2025-01-17,C007548,Sara,Rahimi,sara.rahimi7548@example.com,9767035780.0,Mashhad,2020-06-17,P00354,Eco Shirt 354,Jewelry,,36.18,B004,Bazaar Branch 4,Rasht,partner,5,15,Online,2023-02-09,109,10,missing_unit_cost
S000566546,2023-12-23,C047060,Sara,Rahimi,sara.rahimi47060@example.com,9322780278.0,Qom,2022-04-06,P00453,Basic Sneakers 453,Health,151.96,405.64,B003,Bazaar Branch 3,Karaj,online,0,25,online,2025-04-14,460,75,invalid_quantity
S000566931,2023-01-12,C001844,Hana,Akbari,hana.akbari1844@example.com,9865091650.0,Tabriz,2023-12-09,P00481,Pro Desk 481,Electronics,333.13,838.02,B025,Bazaar Branch 25,Tehran,mobile,-2,15,online,2025-11-25,337,50,invalid_quantity
